iter	Logloss
0	0.6594761231
1	0.6299978748
2	0.6064509572
3	0.5816772224
4	0.5496289326
5	0.5260468399
6	0.5015714789
7	0.4747692461
8	0.4509535782
9	0.4299488066
10	0.4134542408
11	0.3980904793
12	0.3815984667
13	0.3708690056
14	0.3574102767
15	0.3445204192
16	0.3311695077
17	0.3196218598
18	0.3090375143
19	0.2996528133
20	0.2922106996
21	0.2823699811
22	0.2753241982
23	0.2677373316
24	0.2620207768
25	0.2496726758
26	0.2417560334
27	0.2364415465
28	0.2280419889
29	0.2221791689
30	0.2166838236
31	0.208829389
32	0.2035299869
33	0.19873233
34	0.1938315767
35	0.1880953724
36	0.182850988
37	0.1774336418
38	0.1732104817
39	0.1688597204
40	0.1635531812
41	0.1606197913
42	0.1569728306
43	0.1528479525
44	0.1499784993
45	0.147087706
46	0.1438341787
47	0.1395854075
48	0.1368836611
49	0.1343974605
50	0.1316878057
51	0.1287022014
52	0.1259045832
53	0.123164131
54	0.1202282681
55	0.1181959108
56	0.114947704
57	0.112677902
58	0.1108458228
59	0.1088159398
60	0.1065113706
61	0.1045700244
62	0.1033853403
63	0.10183727
64	0.1004830827
65	0.09955321547
66	0.09798300668
67	0.09647627666
68	0.09526129472
69	0.09360389817
70	0.09230185426
71	0.09138592424
72	0.08970640952
73	0.0885512801
74	0.08722209804
75	0.0859114983
76	0.08468319532
77	0.08380020435
78	0.08274076175
79	0.08147766033
80	0.08039666157
81	0.07975446188
82	0.07876245488
83	0.07785479721
84	0.07680264036
85	0.0759373403
86	0.07495197185
87	0.07430544942
88	0.07355836103
89	0.07289714848
90	0.07236411111
91	0.07173875194
92	0.07130888303
93	0.07079031951
94	0.07028435113
95	0.06937304628
96	0.06902325296
97	0.06826636518
98	0.067876139
99	0.06719941157
100	0.06689267198
101	0.06655338872
102	0.06607217382
103	0.06570443834
104	0.06539237881
105	0.06501473931
106	0.06457875452
107	0.06417330168
108	0.06389536807
109	0.06362871588
110	0.06344425751
111	0.06294685164
112	0.06270063292
113	0.06247332171
114	0.06230091853
115	0.0620618644
116	0.0617080717
117	0.06140796347
118	0.06127494683
119	0.06097188671
120	0.06077479884
121	0.06045332867
122	0.06036798517
123	0.0600593945
124	0.05987261743
125	0.05975320777
126	0.0596023506
127	0.05935188713
128	0.05897246685
129	0.05867335753
130	0.05853910352
131	0.05832535139
132	0.05787536504
133	0.05750514116
134	0.05740912391
135	0.05727465203
136	0.05717595155
137	0.05704477188
138	0.05690032177
139	0.05682697798
140	0.05672269576
141	0.05657805583
142	0.0564688765
143	0.05639810801
144	0.05631889745
145	0.05605060559
146	0.05594592621
147	0.05588175864
148	0.05574734874
149	0.05550319708
150	0.05541902318
151	0.05516949114
152	0.05501343102
153	0.05478030219
154	0.05452888467
155	0.05447517947
156	0.05437622504
157	0.05427178752
158	0.0542259591
159	0.05412632042
160	0.05406478526
161	0.05400292752
162	0.05394269319
163	0.05387629959
164	0.0538020682
165	0.05372496289
166	0.05369880137
167	0.05362594217
168	0.05354342034
169	0.0534800722
170	0.05339283875
171	0.05333285913
172	0.05328432169
173	0.05316864196
174	0.05305154188
175	0.05295790761
176	0.05287898984
177	0.05282957328
178	0.05279115085
179	0.0525394635
180	0.05250568935
181	0.05247933401
182	0.05242733016
183	0.0524124465
184	0.05237529289
185	0.05230560682
186	0.0522505
187	0.05209617544
188	0.05203587724
189	0.05190923242
190	0.0518228739
191	0.05180154079
192	0.05173640138
193	0.05170899451
194	0.05165481986
195	0.05156438002
196	0.05149790415
197	0.05142983731
198	0.05139193111
199	0.05134748807
200	0.05131248217
201	0.05128874658
202	0.05120111855
203	0.05117512255
204	0.05111779339
205	0.05109737501
206	0.05093107037
207	0.05092067714
208	0.05088197639
209	0.05081638171
210	0.05073854067
211	0.05071085562
212	0.05063624034
213	0.05060454431
214	0.05056029688
215	0.0505113216
216	0.05047887006
217	0.05038325459
218	0.05032548974
219	0.05022343125
220	0.05021372379
221	0.05009651804
222	0.05007986816
223	0.05003482911
224	0.05001287792
225	0.04999047755
226	0.04994992825
227	0.04985795697
228	0.04983555026
229	0.04981290458
230	0.04979355956
231	0.04974874003
232	0.04966725772
233	0.04963477373
234	0.04952195689
235	0.04948893689
236	0.04946279528
237	0.04941663166
238	0.04937219083
239	0.04934095857
240	0.04928924773
241	0.04920762026
242	0.04918314854
243	0.04915585726
244	0.04913963767
245	0.04909282141
246	0.04906658465
247	0.0490587095
248	0.04904219633
249	0.04902911235
250	0.04899267728
251	0.04894999327
252	0.04892764998
253	0.04890150974
254	0.0488863006
255	0.04886598448
256	0.04880794891
257	0.04878758697
258	0.0487549716
259	0.04873233892
260	0.0487193534
261	0.04866988046
262	0.04863348151
263	0.04861863795
264	0.04859715295
265	0.04857854567
266	0.04854310855
267	0.04851599339
268	0.04848803523
269	0.04843123487
270	0.04840759851
271	0.04833341145
272	0.04831748233
273	0.04829325215
274	0.04823017549
275	0.04820490683
276	0.04817703862
277	0.04813515568
278	0.04811605629
279	0.04809064084
280	0.04806769072
281	0.04805386557
282	0.04802391381
283	0.04800224302
284	0.04797616391
285	0.0479511072
286	0.04792939517
287	0.04792050874
288	0.04788835501
289	0.04787803798
290	0.04774724957
291	0.04770285114
292	0.04768792954
293	0.04767403472
294	0.0476658312
295	0.04765684469
296	0.0476373222
297	0.0476194408
298	0.04760757459
299	0.04758597078
